symbol,name,price,irr,npv,eps_roc,eps_diluted,MOP,QA,MCap,PE,error_message,ROE
EVR,Evercore Inc.,137.59,0.8633510773809463,5744.35821459628,1.0465790446271828,0.39430732469746504,0.23393767889178083,2.2319112199734383,5456461666.0,10.216163889588788,,
CMS,CMS Energy Corporation,60.76,-0.07168064311185651,24.291698329407843,0.1219086113798808,0.14576147384652843,0.20389221556886228,0.884525479195886,17599378012.16,19.554164810690423,,
RIO,Rio Tinto Group,66.77,0.7871428777672247,1554.6137595573718,0.7631845564856932,0.06977008200930916,0.40532604066261685,1.4592918066683898,108107309136.64,,,
PDM,"Piedmont Office Realty Trust, Inc.",17.46,0.05105059782641441,14.215074201427498,0.18164641270128856,0.02681464835143681,0.16589536170340022,2.2422210923881463,2167397100.0,42.61276858131896,,
KMT,Kennametal Inc.,35.15,1.464319668939984,12776.860661031165,1.6031335219178646,0.04130233426286032,0.07126429790582484,1.2082058738803,2947067390.0,54.05938917975567,,
HP,"Helmerich & Payne, Inc.",26.9,,-1.7841927497319294,-1.7180555555555557,-0.07458354678083598,-0.04942762582676739,3.920610944801402,2902483100.0,-12.319643323529878,,
FLR,Fluor Corporation,16.21,-0.09810435548446228,6.8685481379399675,-0.07682713399643626,-0.17027613148818413,0.009226104106991382,1.409282434644434,2292353360.0,-9.63742031801303,,
JHG,Janus Henderson Group plc,41.88,0.77391653321803,1214.71863080596,0.9677459543507044,0.12965981899619253,0.29213434264334814,3.014152239626271,7218018000.0,11.727799498746867,,
FDX,FedEx Corporation,226.64,-0.4449075792593137,6.032620374668451,-0.17033292188350319,0.24147720715522217,0.07114186686358819,1.4636163982430455,60206916000.0,11.394823169566049,,
EMN,Eastman Chemical Company,102.2,0.1514078370786438,139.47839275541196,0.24138299720674083,0.052171793100646055,0.12923403753098076,1.0608439646712464,13877023417.6,43.26785046728972,,
WU,The Western Union Company,20.23,,-216.3570381211362,-2.9383484162895925,4.268318397469689,0.2,2.856,8220420040.0,10.226181301716686,,
BAX,Baxter International Inc.,80.85,0.009693851694775546,51.100678615239275,0.22412241224122398,0.1304107355980555,0.13287072731945515,1.9486948694869486,40417724793.6,36.310312499999995,,
CARS,Cars.com Inc.,13.24,-0.3928909853462128,1.0636722968259642,-0.27614959555292834,0.018161147238675453,0.05393212457283339,1.9706201310198301,913091304.0,144.7113640761045,,
TEL,TE Connectivity Ltd.,144.05,0.04274701817425153,111.41104771769892,0.20456127445827899,0.13515552247234272,0.14212947748931976,1.0390243902439025,47247966697.600006,36.11150571149234,,
MLM,"Martin Marietta Materials, Inc.",351.0,-0.1100761548119038,101.19383784315943,0.17843684392356962,0.1296936967344528,0.21283748070783737,1.9212898057280192,21894432300.0,28.500195185426154,,
GWW,"W.W. Grainger, Inc.",405.35,-0.031441391402904695,200.45630821946372,0.19273585904703305,0.4009667395557602,0.08637789268458082,1.517002081887578,21108358040.0,24.293076923076924,,
PBF,PBF Energy Inc.,12.25,0.18677282726680877,19.627678622875774,0.23488079595074496,-0.35444683297505375,-0.10029174577762488,0.8897409749133184,1473038000.0,-2.077318941114245,,
BW,"Babcock & Wilcox Enterprises, Inc.",6.03,,-154173.83326157305,1.457675773063539,-0.12398945993061389,0.01209393325646237,1.1875960004726178,517498218.0,19.16348038852228,,
CMI,Cummins Inc.,227.66,0.29857468586714164,686.0501824652811,0.46486669702028616,0.24877305804704689,0.09323103326434809,1.3373322809786898,32693571441.28,14.981163718820861,,
CNQ,Canadian Natural Resources Limited,35.23,,-1408188.6092074004,-5.94343870622049,0.12380288519820584,-0.025441655708650163,0.6500590783773139,41595354145.28,12.88011611500612,,
HCA,"HCA Healthcare, Inc.",256.33,0.09128358788489144,258.179881120442,0.29689737780902536,2.347630863759896,0.14091941086294218,1.1842830882352942,82062002961.28,16.935790704650692,,
QTS,"QTS Realty Trust, Inc.",77.98,-0.2601166693387882,2.1306386133777897,-2.6404490369447973,0.005862065184718134,0.12977596001245903,0.6203191803850108,5326415790.08,525.3572910998835,,
SAN,"Banco Santander, S.A.",3.64,0.06155651879438828,3.203692824774928,0.04837595439445691,-0.08166214378772621,0.0,0.26458122570683135,63017498951.68,-8.155385258540615,,
CNHI,CNH Industrial N.V.,17.09,-0.12918087620379404,5.516174029404088,-0.020213238730362404,0.053923928743379874,0.06215427166564229,3.721462970193935,23143961600.0,75.07066460337663,,
CNX,CNX Resources Corporation,11.64,0.16722932344756525,14.91718232766289,-0.09480625203516757,-0.06112449894619098,-0.07765698423100593,0.5974797875426002,2536600346.88,-9.659830386679449,,
INFO,IHS Markit Ltd.,124.57,0.1640495224263101,200.82816189813178,0.7020049951842356,0.07141150013101706,0.31645599141751013,0.6232565191024864,49655096840.0,79.68461612903225,,
ES,Eversource Energy,82.67,-0.13008340050872802,24.068392325307954,0.046861002278969055,0.08827499220164975,0.2233420892746644,0.5828150572165439,28408967471.36,22.761521621897334,,
ARMK,Aramark,33.25,0.254764493641098,77.94055605426858,0.37853479884718433,-0.10252908521201702,-0.0051692345777434754,1.8059270921993067,8486796500.0,-30.873461899495002,,
OII,"Oceaneering International, Inc.",12.95,,-14350.835186361532,1.7403072873245986,-0.19344818432549413,-0.01737195201678001,2.354116527420639,1292350430.0,-12.023099313418118,,
NOW,"ServiceNow, Inc.",666.31,,-0.04335118908680277,-0.7556112852664576,0.05769988435894935,0.04400126209098207,1.209972642210201,131996010999.99998,773.7521260248906,,
APTV,Aptiv PLC,151.03,-0.26241852937925325,18.904426288243734,-0.056702155737080095,0.13134069205010543,0.0627583039951018,1.5244686109738013,40854823240.0,38.55044315391879,,
QD,Qudian Inc.,1.52,30.49159247285792,11154270.290934445,4.124970424811257,0.1671241271299901,0.23470827071991288,24.73604184431528,384693760.0,1.252233481497146,,
NSC,Norfolk Southern Corporation,245.07,0.6051952539022483,3766.8821525681724,0.9222786510092145,0.18619232604102773,0.36428644396771886,0.9708333333333333,60525428040.0,22.327204612005858,,
PSX,Phillips 66,68.04,1.5141807185974563,17608.815259483985,1.2831684188827044,-0.0850498338870432,-0.023265605264388967,0.985816347972263,29800771015.680004,-17.649479716981133,,
GAB,The Gabelli Equity Trust Inc.,6.8,,-0.9892755495955778,-0.26923662308580965,0.0,0.0,,1791881600.0,,,
PNW,Pinnacle West Capital Corporation,72.55,-0.03614457326789611,37.81653946845072,0.07211696418793123,0.10007047789480641,0.21972566352437786,0.6351080869105645,8182624300.0,14.161023760243049,,
AMH,American Homes 4 Rent,39.4,,-61.652040018948725,-3.0188256193737386,0.026543472794343468,0.21220777859314394,2.03110373409761,12694995200.0,74.19949208723769,,
FOE,Ferro Corporation,20.36,,-0.3629813856238006,-1.6619605723828659,0.3391143684379334,0.09525274413579796,1.7577895821771188,1683859629.44,10.810463234160629,,
A,"Agilent Technologies, Inc.",172.4,-0.38352455000196095,5.448364779113733,-0.017094874882911726,0.2037770802243606,0.15845663982019104,1.8370824812542603,52189446579.200005,52.76484848484849,,
MOS,The Mosaic Company,35.86,,-370.96846771756077,-3.152399565832266,0.14735549147990465,0.047559809714687214,0.5663435563324328,13623106133.119999,9.62109918055948,,
LPL,"LG Display Co., Ltd.",8.05,,,,-125.0,-0.0012016859674345867,0.8111979814931441,5760829356.8,5.496608233956424,Array must not contain infs or NaNs,0.0942544860905413
SKX,"Skechers U.S.A., Inc.",44.41,0.015938567760894973,29.383240787328678,0.20305448541552007,0.13178672941213312,0.029078086071865617,1.9193250466312528,5990642540.0,19.5429829335702,,
HST,"Host Hotels & Resorts, Inc.",16.96,0.27325408275962104,41.867408986459054,0.33603730199284615,-0.09398645957785742,-0.5882716049382716,0.9044512663085188,12108999311.36,-20.28301016949153,,
UE,Urban Edge Properties,18.16,-0.06040560598699518,8.083020196875886,0.08392278968033035,0.027018442504538647,0.1779911843560187,2.8919536772446985,2127207920.0,79.01675573700247,,
PHM,"PulteGroup, Inc.",47.49,0.5210921335139203,407.9711244334776,0.6395180250783699,0.2513088316490224,0.15830119783452135,1.9818415197325931,12324794760.0,7.489151126794885,,
MT,ArcelorMittal,30.24,0.9274189920389095,1006.5990843113773,0.7662217562755963,0.17819916884716022,0.03960953632438521,0.6902104380817929,30070323118.079998,5.010746268656717,,
CAAP,Corporación América Airports S.A.,5.64,-0.39674537988372827,0.18917985333578555,-0.08095794632172781,-0.3317486945587279,-0.14480634092690284,0.9265664532335302,905851680.0,-3.4761300423650763,,
WRE,Washington Real Estate Investment Trust,25.08,-0.5002640154401088,0.5966266764353363,-0.28868456208696425,-0.0069877970105472,0.07554450934658878,0.007668230520951697,2121956200.32,-233.0251584178707,,
RRC,Range Resources Corporation,20.38,1.430427129758765,30192.949926746962,-3.8588277759333818,-0.5176413425437496,-0.11173192826894765,0.4100497848879734,5090394120.0,-5.88922144504374,,
FL,"Foot Locker, Inc.",48.23,0.2406327593809503,99.62456328959291,0.275166742999445,0.3487477562184802,0.05537890832008479,1.1630170316301702,5006659840.0,4.9081117647058825,,
AGO,Assured Guaranty Ltd.,47.14,-0.1683569127849328,14.877315560861835,-0.15145097003199992,0.052615571776155716,0.0,4.68,3441507365.44,10.245456647398843,,
DRE,Duke Realty Corporation,48.85,1.0416400532620846,6128.550459434555,1.690190990031895,0.09400665350690816,0.27524219742689776,3.4986358345055053,18481909000.0,37.04701523542913,,
CCJ,Cameco Corporation,20.07,-0.05240878391789827,8.269714132791302,0.25772668387643305,-0.004584343457285931,-0.022391869663063665,3.868705622105253,7982902549.440001,-444.36320896999695,,
AXTA,Axalta Coating Systems Ltd.,29.8,1.5943685116913544,25918.948487862835,2.2734895418524883,0.20242524459142897,0.08173694349315068,2.003556609365738,6858797561.6,23.582368958475154,,
AEM,Agnico Eagle Mines Limited,50.51,,-0.08173166346408933,-0.939902039837925,0.1326665675514068,0.26195296345287755,1.1958820860270933,12309438934.08,16.310082366835637,,
BB,BlackBerry Limited,10.38,,-0.007935975823330887,-1.0533752860411896,-0.5467142557211842,-0.10974244120940649,2.344988344988345,5879356892.160001,-8.967985161290324,,
CB,Chubb Limited,176.75,-0.15800267139044588,46.833379028900694,-0.02047684049162829,0.1391877170286648,0.11563038284158471,0.12432393965271847,76280175664.0,9.620947087746117,,
PRU,"Prudential Financial, Inc.",103.75,0.13276929921220826,127.44528386130492,0.1703875488317491,0.11387211249790159,0.0,3.7827027027027027,40047500000.0,5.56453990674712,,
PVG,Pretium Resources Inc.,9.4,,-0.13265240459812547,-1.983605113330454,-0.021852864435368328,0.32354088910838186,1.4269439902657897,1766241200.0,-90.02692263063982,,
AVYA,Avaya Holdings Corp.,20.3,,-4155.052796038763,1.073505876866609,0.047619047619047616,0.06926557605290637,1.3412489006156552,1709509771.2,95.41,,
SC,Santander Consumer USA Holdings Inc.,41.52,0.03657015274771935,31.392645944853303,0.1576773701588342,0.4651175833360355,1.0080327317269802,0.0026170599343993957,12708691384.320002,4.519932292919661,,
ANF,Abercrombie & Fitch Co.,39.99,3.8196297261687198,7663528.753654222,5.1564247073897835,0.29522799871892585,0.01678769712777694,1.3107956126700153,2362709175.0,8.934989942931137,,
HIG,"The Hartford Financial Services Group, Inc.",69.4,,-1542.664102330475,-3.1546505416334902,0.1189422438592609,-1.0875984251968504e-05,inf,24094707289.600002,11.417106976744186,,
ITW,Illinois Tool Works Inc.,215.94,-0.012901115911666983,119.3088382136346,0.20818641592762765,0.8426700331387091,0.2292031175441387,2.060254924681344,68014189920.0,25.524593258426965,,
AZN,AstraZeneca PLC,60.35,-0.4407677168605224,2.085498538067617,-0.2135523770354461,0.2539607711086792,0.13878348423939588,0.7642684788496578,186979989068.80002,41.99374171307346,,
YELP,Yelp Inc.,40.39,,-13881814251.967745,-16.406862745098042,-0.0031301125873519947,-0.044442127860901126,4.983045514926938,2971290350.0,-1169.7866205997807,,
MTOR,"Meritor, Inc.",22.01,-0.5719049500150888,1.0697293298224693,-0.5234995937255313,0.23711340206185566,0.10906701708278581,1.1680440771349863,1543853944.96,11.483478260869566,,
EVC,Entravision Communications Corporation,7.42,2.171858442276663,41263.28919393405,3.275027870680044,0.15487960478220794,0.13252196054949336,2.260954214337278,457671536.0,14.825065329174192,,
IRM,Iron Mountain Incorporated,44.27,0.3619859731522863,209.702900605953,0.7230037600926583,0.5803687930236207,0.198851774781965,0.636263056228532,12814394200.0,21.106203295906322,,
POST,"Post Holdings, Inc.",108.52,4.502958803159407,45910594.128912844,5.113342898134864,0.06521096128751631,0.12292277186024883,1.7327586206896552,6913516196.0,36.88753468516542,,
EL,The Estée Lauder Companies Inc.,320.65,-0.09444059521736037,96.93254223708361,0.2582616767637288,0.5318261836375429,0.18563058896083873,1.370894677236693,74725876684.79999,40.54490766550522,,
ING,ING Groep N.V.,14.01,-0.04271559710764361,7.4221874859552495,0.00515873015873014,0.04511130724722958,0.0,,54685933724.159996,19.428360248447206,,
UBS,UBS Group AG,15.87,1.2880350457835115,3329.816781363347,1.4715228487191738,0.1279848314273864,0.0,0.7049208873759477,55172846722.56,7.352424550968253,,
KRG,Kite Realty Group Trust,20.78,,-8879.10291259317,2.038641129218316,0.010529868870455341,0.11355172607774382,1.8097390822545711,1757269012.0,135.5654716211209,,
VSH,"Vishay Intertechnology, Inc.",20.73,,-293539089.0449418,-9.747835497835498,0.14903647061994804,0.08382036357997008,2.2208995720303046,2751099030.0,12.718690520009647,,
TWLO,Twilio Inc.,343.21,,-38.09132682896887,0.3487179487179487,-0.08313289239313157,-0.2797750678860423,7.522395417415783,57292391255.68,-81.45386452011878,,
RLGY,Realogy Holdings Corp.,18.38,0.11066341420153147,20.49979512038368,0.24603174603174605,0.16339958875942426,0.0655843112039865,0.9209756097560976,2142813920.0,7.185469798657717,,
HPP,"Hudson Pacific Properties, Inc.",26.88,0.21045619241728697,55.1849587666067,0.5760352205273243,-0.0011734586512667576,0.1585435391600877,1.6840583396930382,4098608640.0,-879.5322879999999,,
CNO,"CNO Financial Group, Inc.",23.3,-0.5208120580748568,0.7312669913205574,-1.6686355158065904,0.08989630314945453,0.753447960011515,4.860035211267606,2977483700.0,6.545181818181819,,
JNPR,"Juniper Networks, Inc.",28.53,0.10970498859139943,31.691806847407424,0.2563291139240506,0.04634457448474948,0.0947335268047963,1.4164083105825738,9276586560.0,44.70296957991309,,
FEDU,Four Seasons Education (Cayman) Inc.,0.8,,-73.34390000866438,1.4822235712470846,-0.0420963045912654,-0.08768668697954203,2.338195093959398,37009920.0,-1.3126875221678371,,
AUD,"Audacy, Inc.",3.84,,-1960.0887194650927,1.0954248211154816,-0.29543315668781134,0.03611185995260619,1.832137985201108,527573729.28,-2.6058366423555244,,
BANC,"Banc of California, Inc.",18.7,-0.307529197243673,2.3856838546453454,-0.19347840207394962,0.08344227423979216,0.05172101747342789,0.8340405161346476,940890500.0,13.33256117171774,,
INVH,Invitation Homes Inc.,39.62,,-0.006180100479659235,-0.5836224443548755,0.025900565696859057,0.25665449510321325,3.5859985666347396,22840335383.039997,101.78977879398165,,
OMF,"OneMain Holdings, Inc.",57.15,0.4511205419920401,376.0944607430903,0.6389000583612384,0.40927735103288837,0.0,inf,7546428900.0,5.601578743731778,,
LW,"Lamb Weston Holdings, Inc.",60.79,0.030721011116591868,44.10692735221883,0.18623314553263592,0.7579979668719727,0.12934157835953036,2.0514396635393077,8821784496.32,27.921496526475227,,
NHI,"National Health Investors, Inc.",56.01,-0.11714751476543928,19.707561583796796,-0.025627808617499304,0.10073373999070703,0.6758129989693851,17.35150264004129,2568092106.0,16.648894975623985,,
FE,FirstEnergy Corp.,36.83,,-0.45870885865188593,-1.2191863914541048,0.14910148896115008,0.1561631139944393,0.6788569144684252,20042664430.719997,18.39808999081726,,
NOC,Northrop Grumman Corporation,355.7,0.10972385259791984,395.7788222922559,0.27427409988385504,0.4256135507568491,0.11046495828690997,1.5224425887265136,56950768454.4,12.591842568161828,,
ASH,Ashland Global Holdings Inc.,92.75,41.58862292994697,5467167801066110.0,55.98288265542041,0.058361391694725026,0.061049011177987965,1.2521525215252152,5633022850.0,31.08653846153846,,
O,Realty Income Corporation,66.46,-0.2133815202523821,9.864110715619015,0.05945293644408689,0.032185348491744446,0.48241519715431774,3.374863897557189,25878726479.999996,68.8483801952089,,
FET,"Forum Energy Technologies, Inc.",19.26,,-2126800.1395715615,2.2877394636015325,-0.26819094779447067,-0.4072346802581975,1.9085597195319128,108388539.00000001,-1.0202043132803633,,
TPH,"Tri Pointe Homes, Inc.",21.75,0.1832326021652657,34.52245238144072,0.24978147034737308,0.17094068282281163,0.1127256398190268,7.796398544359393,2415685500.0,6.643512640306223,,
AMX,"América Móvil, S.A.B. de C.V.",17.93,3.357945202690261,38581.73111863548,1.4670483295745813,0.3493900413662966,0.1626090090897359,0.6501850095100896,59256317091.84,12.15747702582763,,
FLO,"Flowers Foods, Inc.",23.41,-0.217672919626267,3.9776398440029794,-0.02558594049159113,0.164073183064979,0.08137619243065904,1.2792295255948662,4957161140.0,21.742664341058095,,
SHO,"Sunstone Hotel Investors, Inc.",12.32,0.35488736723610703,45.61220911817975,0.4261941448382126,-0.10055190773891923,-0.9217598709995297,4.792715297434825,2698609858.56,-12.74596564129201,,
COF,Capital One Financial Corporation,166.17,0.7879910197270601,4903.0190696639875,0.9432144723093,0.19363442971690395,0.09525645969919012,0.11613507979969906,74130760721.28,6.327744612524296,,
FLT,"FLEETCOR Technologies, Inc.",267.11,0.13189416797764242,340.1967236865844,0.3930737304441557,0.23830059501440035,0.4070004248897484,0.9969778074349516,22064380082.56,28.50244304720248,,
IGT,International Game Technology PLC,24.93,0.30293914999058846,131.28665448974624,-3.5067776912776525,0.016574257126992686,0.07497457836027856,1.2634582019937737,5115336840.0,182.5174298565003,,
RXN,Rexnord Corporation,63.46,-0.4232562767579925,1.805999314093222,-0.12261768082663604,0.13923750887994316,0.16912440168254123,2.078594950603732,7686529040.0,37.14630174927114,,
OSK,Oshkosh Corporation,105.76,0.3252682090643997,363.41401104876826,0.4847383979769918,0.16059583381822415,0.07127231361568079,1.2809286480348243,7258933207.04,15.060793527453418,,
DHR,Danaher Corporation,324.5,-0.2988313807393649,24.012891659389968,0.013027811842364179,0.16054130124793797,0.16361514988332435,1.5549851391515808,231660560384.0,35.89312805746486,,
AMN,"AMN Healthcare Services, Inc.",115.25,-0.09222750399319712,38.340522233047196,0.1664080239149256,0.19789331932397183,0.062357073568521555,1.2619131495636673,5447014650.0,31.79807909670015,,
RCL,Royal Caribbean Group,90.69,0.16631687750672963,130.95776276398374,0.20309881818907205,-0.608296105566564,-1.374126280952823,0.9241640238380242,23098198860.0,-4.446189922020818,,
W,Wayfair Inc.,274.59,,-579.4830155928413,0.6153164773345352,-0.2441403690930891,0.0254750813635424,1.3823689943729065,21235856993.999996,81.69871949914074,,
IR,Ingersoll Rand Inc.,53.51,3.880962474434516,11909510.627551267,5.34324712256438,0.035678661225835705,0.064498391104232,1.9474843186974509,21685462600.0,69.22011398644484,,
PEG,Public Service Enterprise Group Incorporated,60.7,0.15060578163360727,84.74643087722228,0.3449645604932566,0.09738568555698414,0.22357596584400707,0.6573705179282868,30688523414.4,20.712796208530808,,
FBP,First BanCorp.,12.81,0.706987319483924,262.4699843483874,0.8489451695406856,0.0943144741207019,0.0,6.085890723296007,2670897707.52,12.999600587287786,,
WEC,"WEC Energy Group, Inc.",90.0,-0.11003211494975185,28.91354869598026,0.08020662685620672,0.1196679284398745,0.2356028172904295,0.44527177959791514,28389150720.0,21.953596287703014,,
MDC,"M.D.C. Holdings, Inc.",49.19,0.28356597653684856,134.45464921897147,0.41860839556259455,0.23637101803718444,0.11864521042312245,0.9720563002335092,3473807638.0,6.760182638659701,,
TISI,"Team, Inc.",3.26,,-531998.7547835219,3.1872333651703277,-0.38893368324286015,-0.02605042115375367,1.8561697392559622,100994148.0,-1.3318597158400673,,
YUMC,"Yum China Holdings, Inc.",58.14,0.019648642926623827,38.477416078667,0.27047215218040466,0.24855203099229028,0.13409173423695994,2.1954523463957427,24470253434.88,15.109222222222222,,
ALV,"Autoliv, Inc.",88.75,-0.534188014588243,2.6921861185558678,-0.3965090914285317,0.22654149952442,0.051306496226871126,1.1028949124535257,7763140000.0,14.159821102592188,,
BHP,BHP Group,54.53,0.3026602822236628,167.45819386217514,0.46594360340155117,0.06517791962263444,0.41603499021655127,1.3574955800768151,138000161600.0,,,
BXP,"Boston Properties, Inc.",112.77,-0.13822356966075788,30.084083186209565,0.06740865899789444,0.03813945353127565,0.32789441751522047,4.9693514375018335,17611177227.84,55.87052036091391,,
BYD,Boyd Gaming Corporation,64.29,-0.6156397514987815,0.9617340895910039,-0.4679119966791199,0.28362772688849597,0.08674035685268236,1.197776047570522,7214880960.000001,21.6869366100097,,
WGO,"Winnebago Industries, Inc.",66.86,0.19057057025363222,115.91790157470217,0.38464984759512155,0.26316351585011255,0.04829607566525283,1.7666000865541462,2246462570.0,9.337495972861038,,
KSU,Kansas City Southern,272.43,0.043695212269902584,205.11503389686078,0.3692957663545899,0.029104912013612143,0.3926156651219327,1.0465994962216625,24784755138.0,190.21272161538462,,
PUMP,ProPetro Holding Corp.,7.98,6.27587729326995,11534751.30778462,4.984834558823529,-0.11763480162898793,-0.044479950128732744,1.5840269577489128,824014800.0,-7.9968687244328756,,
FBHS,"Fortune Brands Home & Security, Inc.",91.98,-0.18501456254560278,18.434585021706276,0.023200287897179817,0.2543791769257826,0.13810485526164556,0.9971749312318787,12682111155.84,17.60236725663717,,
TXT,Textron Inc.,71.08,1.071161220037625,6895.066877588706,1.2726157946631718,0.11907275260735549,0.04394472577461162,1.4480122324159022,15931729040.0,22.78219863829787,,
AGI,Alamos Gold Inc.,7.13,0.07699154382948192,6.381727768735826,-2.6984126984126986,0.008375284002316567,0.3129260794011496,2.211708645336964,2801690720.0,119.16475191489361,,
ED,"Consolidated Edison, Inc.",73.0,-0.0667475102195556,32.40591953638324,0.044469224988485045,0.04851683411437168,0.21672382818879635,0.6724231710633669,25796887168.0,35.947363918907364,,
OUT,Outfront Media Inc. (REIT),24.39,-0.11343999209250366,7.40759186940633,0.10733397655480714,-0.05824116182883237,0.05225268947666424,1.8222097588334267,3551159805.12,-45.645038560411315,,
DBD,"Diebold Nixdorf, Incorporated",10.22,,-2996347.667959498,3.4291059870550162,0.22970535177390258,0.011019142556953592,0.8239466505001516,800775836.0,-4.189664921465969,,
CBT,Cabot Corporation,50.05,,-2.065709476785453,-0.42734448990357776,-0.04743083003952569,0.05776587605202754,1.170132325141777,2839011175.0,-67.44833333333332,,
STOR,STORE Capital Corporation,33.72,-0.09151144806167666,11.64652035823315,0.1328450564563245,0.045052234175649866,0.3070831436851475,6.094550862074219e-07,9161319360.0,40.19624986041588,,
ABB,ABB Ltd,34.94,-0.144942738044872,8.723232956400937,0.07901953223590114,0.37193988981973464,0.07679651029310476,0.9572522055007784,70089640000.0,12.34689570552147,,
CP,Canadian Pacific Railway Limited,65.79,0.35960712928555005,191.09051600029866,0.1851687759284903,0.40946767941000345,0.4431906614785992,0.41952506596306066,43877125751.04,17.015505905172418,,
PNR,Pentair plc,77.23,-0.2954645366044558,7.933414804845473,-0.09309245382985165,0.2201473061532216,0.15289283584067864,0.7185760517799352,12809600107.84,27.018292939936778,,
PKI,"PerkinElmer, Inc.",182.88,-0.28912079022403925,14.46324559850232,0.02550998200243565,0.3109403236246806,0.2608143028409264,1.0436778116789303,23075981280.0,17.320230771507955,,
ASB,Associated Banc-Corp,21.15,0.18531977374398756,33.64096944126293,0.23293510724952438,0.07268118247264278,0.0,,3235252219.2,10.808164383377475,,
UHS,"Universal Health Services, Inc.",144.76,-0.04745062320017168,70.322116442017,0.07549181310044895,0.16979769583965088,0.11751588408478768,1.2460311990258919,10983564247.039999,11.24641983872366,,
ENB,Enbridge Inc.,40.03,-0.2204582538045773,7.362098798683678,-0.07083676487137197,0.13828778604531217,0.20357151994269193,1.7562730461372427,81091172800.0,11.198563756033348,,
TDC,Teradata Corporation,55.4,,-0.08068581099884682,-1.5134736028449622,0.24162679425837322,0.008714596949891068,1.0661764705882353,6044140000.0,59.78811881188118,,
AG,First Majestic Silver Corp.,11.79,-0.014546435611887953,4.9213601560709925,-2.352946654955214,0.08474108734630494,0.13090303155919666,3.183575069372011,3023910895.68,34.509538096449454,,
NAT,Nordic American Tankers Limited,2.31,,-36575113.687857054,6.758904109589041,-0.15599111511397107,0.22905428079149737,2.019052899518637,366054131.52,-3.889800205190364,,
SPG,"Simon Property Group, Inc.",133.85,0.032694159743065,98.91809026315325,0.1621251583453457,0.49397857684652896,0.4279560968272837,0.04009852084262668,43984583420.799995,29.640441701182453,,
TRP,TC Energy Corporation,49.67,5.098994747693439,44398709.56750741,5.458493738063732,0.0642669786719891,0.4464958842987922,0.38141319763076664,48626930000.0,29.16227120418848,,
RH,RH,686.68,,-17193718458342.646,-27.987852251749413,1.0061547069520214,0.16388883623192374,0.2791320179854866,14704290847.999998,26.942317960683994,,
CBRE,"CBRE Group, Inc.",96.52,0.09796730313850643,101.10799577563755,0.362829838824704,0.16814841849648487,0.04073843935215002,1.2381931759916003,32405238720.0,26.846207330484877,,
HGV,Hilton Grand Vacations Inc.,49.31,0.2886128822338965,139.41389957762544,0.4357397504456328,-0.38290186634557494,-0.040268456375838924,8.196078431372548,5901371490.0,-26.670817610062894,,
AEG,Aegon N.V.,4.86,1.6221563825318657,2508.011648447784,1.627033342037259,0.04923095137086988,0.0,,9852629322.24,8.629567935871744,,
BTI,British American Tobacco p.l.c.,36.51,2.4486812800255393,246474.81378392162,2.7415479477225277,0.049284982711752155,0.3947858472998138,0.4919240211913684,83777675589.12,17.61550453125,,
NVS,Novartis AG,82.93,0.2779518696937664,219.98799352939045,0.4108285763708701,0.16652533144268508,0.203455048298529,0.6785141716325358,185492856161.28003,20.704807435440785,,
QSR,Restaurant Brands International Inc.,62.45,0.12839141550562827,77.61092255810094,0.3578009828009829,0.21110328087072272,0.31843800322061194,1.354153653966271,19262701500.8,28.44532640949555,,
CXP,"Columbia Property Trust, Inc.",19.02,-0.3413393449236555,0.731858391918645,0.09217889009446356,0.037379692438825156,0.12829461748833867,1.5645843972613411,2185378980.0,21.943698994289182,,
LDOS,"Leidos Holdings, Inc.",94.75,0.08788454310406557,93.62333176637168,0.3053992058116841,0.18683976072292224,0.07863706595104497,1.0536635706914346,13413282992.0,18.201294277929158,,
MPW,"Medical Properties Trust, Inc.",20.72,1.2346851320840422,2547.496107974909,1.151459509839372,0.0672642162161602,0.6631562600561303,3.364804181694493,12348374743.039999,23.440014171888055,,
CIM,Chimera Investment Corporation,15.44,-0.15341587648621968,5.589214148928191,-0.17694682541750256,0.22780753759222055,0.0,0.030471650969200972,3643160640.0,4.2807828932010015,,
ETH,Ethan Allen Interiors Inc.,26.3,-0.2870029280999604,3.2773820076676623,-0.13146415657464272,0.062464644231901845,0.11631582864957404,0.6757465319648774,623116864.0,30.904367462867256,,
AEE,Ameren Corporation,83.57,-0.021533003423426567,44.50778748889215,0.1746351369957317,0.10112421168083356,0.22437003797031413,0.5192660550458715,21489775458.559998,23.212881778741863,,
HCC,"Warrior Met Coal, Inc.",21.63,,,,-0.6962404843953819,-0.034671882545628294,2.0477577237872686,1112004789.0,-15.001710276216281,Array must not contain infs or NaNs,-0.10290735722889122
MBT,Mobile TeleSystems Public Joint Stock Company,9.92,0.12929234699425485,10.781020886470731,-0.3478500578711232,2.4168231734959154,0.2219887417512921,0.7520982064063004,8565701918.72,9.874863111410546,,
TMO,Thermo Fisher Scientific Inc.,609.78,-0.16685811411303864,109.10594157258524,0.19883089539007093,0.24872145425084816,0.2419144577565336,1.7399068322981366,239899042698.24,27.8784946486738,,
OFC,Corporate Office Properties Trust,27.72,,-96543572.48340364,-9.86607393310183,0.05186419044533156,0.2662492922960787,1.0097359021539127,3113926200.0,36.2798115831921,,
